,_price,type,_bedrooms,_bathrooms,lat,lng,_time_to_work_seconds_transit,_time_to_work_seconds_walking,cluster,_d_code
28,643697.4839439556,HOUSE,3,2,53.355471045244606,-6.1950714929292605,1927,5849,0,D14
29,576548.5459444562,APARTMENTS,3,1,53.357887553816525,-6.192410446231345,2673,4472,0,D14
30,390450.3610129406,APARTMENTS,2,2,53.354231962974026,-6.201967177192346,3190,5672,0,D14
31,552197.3029102408,HOUSE,3,1,53.37570614135919,-6.186518054145215,2724,5360,0,D14
32,413027.4122311936,HOUSE,2,1,53.36776497336505,-6.198591120911686,2465,5081,0,D14
33,430491.4771480909,APARTMENTS,2,3,53.37573313585552,-6.203532215233589,1976,4973,0,D14
34,629396.934133275,HOUSE,3,2,53.3673133228192,-6.183868002934149,3414,5270,0,D14
35,337635.4258584999,HOUSE,2,3,53.374326435714856,-6.192087279893317,2355,5546,0,D14
36,889215.3893913074,HOUSE,5,4,53.36655606617823,-6.182341759824294,2262,4619,0,D14
37,382749.270839963,HOUSE,2,2,53.37565728664482,-6.188906088919985,2638,5683,0,D14
38,412799.3644383406,HOUSE,2,3,53.36964367886195,-6.186011333029287,2497,4706,0,D14
39,619040.2409678214,APARTMENTS,3,1,53.37713204907195,-6.189771639355682,3569,5278,0,D14
40,199392.0083991688,APARTMENTS,1,1,53.376094356088124,-6.1933471178528325,2280,5378,0,D14
41,1098263.0774655477,HOUSE,2,1,53.277925147614894,-6.100066780721032,3778,9525,1,Unknown
42,2301707.7669896036,APARTMENTS,4,2,53.27102143392027,-6.100476618632984,3716,9608,1,Unknown
43,2563718.8916963255,HOUSE,5,5,53.261762997445004,-6.100482373870926,3820,10065,1,Unknown
44,1135854.2094581435,HOUSE,2,2,53.26680311963782,-6.098158446895769,3557,9642,1,Unknown
45,2404324.4715017537,HOUSE,5,3,53.26618559986055,-6.098597044068857,3530,9202,1,Unknown
46,1756038.1575196022,HOUSE,3,3,53.284708337273,-6.108746128535379,3907,9045,1,Unknown
47,2289926.527313848,HOUSE,4,2,53.26521102725135,-6.096458433711253,4122,9896,1,Unknown
48,460747.80095969903,HOUSE,1,2,53.28465804111849,-6.1077053140200075,3443,9403,1,Unknown
49,2245419.696717772,HOUSE,4,3,53.27577929158236,-6.0964094228645225,3364,10079,1,Unknown
50,453409.96511988784,APARTMENTS,1,2,53.27119746739363,-6.111708831282056,3915,10229,1,Unknown
51,1666533.8760946516,HOUSE,3,3,53.2660260651558,-6.1075608103701935,3358,10464,1,Unknown
52,2037770.2807727046,HOUSE,4,3,53.26298477348557,-6.100116253433742,4087,9822,1,Unknown
53,1432170.5300452306,HOUSE,3,2,53.287321541665406,-6.104647145345526,3610,9985,1,Unknown
54,1689277.0671946078,APARTMENTS,3,3,53.28106399249041,-6.108768854659862,3961,9040,1,Unknown
55,2951536.4249293217,HOUSE,5,2,53.28423721817014,-6.109236967335377,3671,9906,1,Unknown
56,1108308.7482125305,APARTMENTS,2,4,53.277870205411475,-6.103291951591115,3568,10030,1,Unknown
57,903481.8971194299,HOUSE,2,3,53.287016070967915,-6.104571726013616,3885,10325,1,Unknown
58,1694013.8216652686,HOUSE,3,2,53.2723517618536,-6.088526716104672,3921,9589,1,Unknown
59,2241903.856203652,HOUSE,4,1,53.28243135559184,-6.0930647966438904,3439,9080,1,Unknown
60,2312955.788615871,HOUSE,4,3,53.284600756115225,-6.10687823067889,3482,9761,1,Unknown
61,962605.0373040177,APARTMENTS,2,1,53.27182844147534,-6.096903076678427,3856,9134,1,Unknown
62,1088626.238998271,HOUSE,2,3,53.276671046555656,-6.098124986221569,3338,9712,1,Unknown
63,1030012.7810336914,HOUSE,2,1,53.28049455109376,-6.098220325685702,3682,9645,1,Unknown
64,1381791.4401134967,HOUSE,3,1,53.27498361903964,-6.111084596358009,3791,9574,1,Unknown
65,2232781.363994333,APARTMENTS,4,3,53.26404301137626,-6.1033685238498325,4000,9528,1,Unknown
66,2302710.1906572157,APARTMENTS,4,1,53.27076977827137,-6.109409508938254,3628,9202,1,Unknown
67,1396848.6078610448,HOUSE,3,1,53.27433492089869,-6.09160200868952,3748,8897,1,Unknown
68,1444543.3463250112,APARTMENTS,3,2,53.26958932296826,-6.107692125467019,3712,9656,1,Unknown
69,1997221.7638344425,HOUSE,4,2,53.27807759401841,-6.091260747606905,3819,9209,1,Unknown
70,1178506.31069232,HOUSE,2,2,53.28147684775741,-6.111648183964411,3349,9618,1,Unknown
71,960355.7408377688,HOUSE,2,2,53.273897507462316,-6.112473107605166,4168,9370,1,Unknown
72,1739345.9218637669,HOUSE,3,2,53.28084390847112,-6.108352086187262,3678,9506,1,Unknown
73,1496078.81214922,HOUSE,3,3,53.276934328679076,-6.111509178817773,3875,9384,1,Unknown
74,1356035.6894448,HOUSE,3,3,53.27771437598502,-6.109995604268003,3648,9276,1,Unknown
75,2638502.071904895,HOUSE,5,3,53.2693449666977,-6.110398638922913,3727,9349,1,Unknown
76,573269.5877066208,HOUSE,2,1,53.33523133558745,-6.2591324617132855,546,1532,2,D02
77,847544.6848765854,HOUSE,3,2,53.32382249173902,-6.24934688329625,1153,1504,2,D02
78,629211.8049883083,APARTMENTS,2,1,53.33129675786971,-6.249650610842573,779,673,2,D02
79,351735.45752992365,APARTMENTS,1,1,53.320177732877895,-6.249163752352681,584,487,2,D02
80,1255666.8361195126,HOUSE,4,2,53.32462113715082,-6.258374649024806,937,32,2,D02
81,1696684.8971996808,HOUSE,5,1,53.31692052137278,-6.251610517661884,1047,1425,2,D02
82,327784.8664231402,HOUSE,1,1,53.320278462267495,-6.248453552407008,582,1820,2,D02
83,549070.7063776276,HOUSE,2,1,53.32598430609309,-6.259504471058539,869,1108,2,D02
84,1550980.886611673,HOUSE,5,1,53.324960862251224,-6.2629484810639715,801,1752,2,D02
85,1525427.2624251014,APARTMENTS,5,2,53.339829300371605,-6.2539618801152335,943,1063,2,D02
86,630847.8059819236,HOUSE,2,3,53.329358097975934,-6.254161215715883,846,133,2,D02
87,854386.1629819876,HOUSE,3,2,53.32359585803277,-6.243659543091327,348,836,2,D02
88,1365778.3124412075,APARTMENTS,4,1,53.330227541249876,-6.244025715107812,874,1832,2,D02
89,1406761.8442763041,APARTMENTS,4,2,53.33214226012591,-6.247762614914858,917,977,2,D02
90,711914.2150430647,HOUSE,2,1,53.339084267166584,-6.2561879795048965,704,1002,2,D02
91,957058.4393832495,HOUSE,3,1,53.327011227868304,-6.257918200181023,473,1008,2,D02
92,355923.3955152596,APARTMENTS,1,2,53.32778156123901,-6.249370835751591,820,796,2,D02
93,1408505.0362773535,APARTMENTS,4,1,53.33107666985227,-6.26087515015084,1313,586,2,D02
94,1420174.115638055,APARTMENTS,4,1,53.33939399442838,-6.254677912995206,670,817,2,D02
95,977271.9881248239,HOUSE,3,1,53.33514762176821,-6.24867785755509,583,377,2,D02
96,298127.43529195344,APARTMENTS,1,1,53.33869931852318,-6.247384391866337,666,469,2,D02
97,329513.6154630133,HOUSE,1,1,53.33416307534153,-6.2595332446046,705,1388,2,D02
98,1466067.1558810177,APARTMENTS,5,1,53.319876257262656,-6.256546444525577,107,985,2,D02
99,341174.8752735527,APARTMENTS,1,1,53.33051720102563,-6.246099754645282,475,699,2,D02
100,346695.0170783649,HOUSE,1,2,53.33466599700877,-6.2596140702953456,598,530,2,D02
101,604593.4136667061,APARTMENTS,2,1,53.3203776535178,-6.245972957146284,107,332,2,D02
102,595318.7970399502,HOUSE,2,1,53.320879226797985,-6.242112061116616,746,577,2,D02
103,546942.1844289232,HOUSE,2,2,53.330900981502836,-6.255258460305938,841,1582,2,D02
104,601092.5642510147,APARTMENTS,2,1,53.33950654794878,-6.252203294078739,995,1550,2,D02
105,301485.0130067494,HOUSE,1,2,53.329954790997384,-6.25654288335178,1255,229,2,D02
106,723706.6649699844,HOUSE,2,3,53.32139617173182,-6.248506594208087,932,1319,2,D02
107,326848.1205704413,HOUSE,1,3,53.332385921410584,-6.253462728019793,866,1123,2,D02
108,1013189.6942633892,HOUSE,3,2,53.323043766732276,-6.255802437888606,394,1760,2,D02
109,278928.5129205262,HOUSE,1,3,53.33803741446515,-6.252858283918797,543,1321,2,D02
110,688396.4076676676,HOUSE,2,3,53.33568765164162,-6.248379930141809,559,348,2,D02
111,1110385.8591331546,APARTMENTS,4,3,53.32599446596395,-6.2480604593195945,387,1168,2,D02
112,678269.1855499422,HOUSE,2,2,53.3232314073505,-6.255725017153818,1173,179,2,D02
113,969123.8645829877,HOUSE,3,1,53.33065693615011,-6.243120414731514,1077,1376,2,D02
114,1372895.7067672797,APARTMENTS,4,3,53.330118382874474,-6.243106497907699,384,477,2,D02
115,987762.0180502404,HOUSE,3,3,53.32237659892494,-6.247853002010551,836,1309,2,D02
116,289800.4814428666,APARTMENTS,1,2,53.33647377980108,-6.259951749157405,321,1016,2,D02
117,554218.628335907,HOUSE,2,2,53.33161725352891,-6.25526188264591,943,1234,2,D02
118,1720590.1528875239,HOUSE,5,1,53.335232068086874,-6.257746402804406,1166,1200,2,D02
119,626261.4498259295,HOUSE,2,3,53.334759379672526,-6.246053269520517,378,162,2,D02
120,318724.4272383831,HOUSE,1,1,53.3263900619975,-6.255786967714088,850,1055,2,D02
121,1371261.756057769,HOUSE,4,2,53.32521975079188,-6.243291864190555,752,520,2,D02
122,632213.0869188744,APARTMENTS,2,1,53.336300656637555,-6.258488816072794,600,1518,2,D02
123,565674.5765617713,HOUSE,2,2,53.334344572109856,-6.255815085648137,648,1372,2,D02
124,288647.85604500794,APARTMENTS,1,3,53.33777864111234,-6.25031081972782,736,1779,2,D02
125,1141031.3663920762,APARTMENTS,4,2,53.32459764879217,-6.262621186985959,901,1406,2,D02
126,992853.1325155345,APARTMENTS,3,1,53.3290330601957,-6.261625762663398,690,1666,2,D02
127,324430.55886929546,HOUSE,1,1,53.324183936071165,-6.263497172493268,385,250,2,D02
128,650516.3245338858,HOUSE,2,2,53.32381267137022,-6.263981262471709,580,1246,2,D02
129,295303.98544773896,APARTMENTS,1,1,53.33003794268942,-6.260765069319121,1091,189,2,D02
130,273202.5223252372,HOUSE,1,2,53.32941234412338,-6.259984320205059,724,1690,2,D02
131,281140.7563379394,APARTMENTS,1,2,53.325693761209266,-6.2418252865937305,858,1323,2,D02
132,644571.8508049678,APARTMENTS,2,2,53.31842512118062,-6.248749235339939,571,407,2,D02
133,282663.8236651792,APARTMENTS,1,1,53.320360143328024,-6.258124859320855,1137,2164,2,D02
134,1046261.8411200363,HOUSE,3,2,53.320697103451,-6.259505750005708,201,1128,2,D02
135,644703.897400138,HOUSE,2,1,53.319507930635424,-6.258334811787953,1046,1323,2,D02
136,1115492.4041198865,HOUSE,4,2,53.32532100502373,-6.258003993100239,1039,509,2,D02
137,1068073.8179086566,HOUSE,3,1,53.32146543566818,-6.260886067491948,1144,1072,2,D02
138,462066.3113499771,HOUSE,3,3,53.486851431997884,-6.160508426831541,5613,15878,3,Unknown
139,489795.8944422372,HOUSE,3,2,53.510215427813876,-6.137857278408634,3959,17377,3,Unknown
140,723362.0424647767,HOUSE,4,4,53.470208652041975,-6.147320997947568,3925,17011,3,Unknown
141,282083.22871327744,HOUSE,2,2,53.47498697083461,-6.13857536934972,2660,16271,3,Unknown
142,365343.1407428665,HOUSE,2,1,53.48382469996731,-6.140802062970351,4012,17928,3,Unknown
143,358651.6580683215,HOUSE,2,1,53.50172468100531,-6.126011914231954,5152,16548,3,Unknown
144,649996.9485816492,HOUSE,4,3,53.49442789697045,-6.157709001229543,5379,16646,3,Unknown
145,844210.5913447514,HOUSE,5,3,53.493498182380854,-6.153863157512123,3172,16270,3,Unknown
146,584543.9570143063,APARTMENTS,4,4,53.505436133479215,-6.15855431484228,3246,17329,3,Unknown
147,765015.698804955,HOUSE,5,1,53.47702966740067,-6.132795499724321,3998,16368,3,Unknown
148,430471.4155042585,HOUSE,3,2,53.494735410394135,-6.1399951636080035,3326,16491,3,Unknown
149,678873.8980352716,HOUSE,4,3,53.49791826160082,-6.164019764439735,5157,16312,3,Unknown
150,469184.2915509096,HOUSE,3,2,53.49194220009349,-6.1372977142379534,3480,17626,3,Unknown
151,290555.5588093272,HOUSE,2,1,53.473250414258885,-6.161617104628881,4895,16097,3,Unknown
152,494469.60852864274,HOUSE,3,5,53.47493398107522,-6.156366613524943,3343,16858,3,Unknown
153,344365.8281915154,HOUSE,2,3,53.49642877959224,-6.150645901688142,4616,18017,3,Unknown
154,182697.7555615182,HOUSE,1,6,53.49589215586337,-6.149277822030703,4501,17039,3,Unknown
155,659082.8532507654,APARTMENTS,4,1,53.484421223353884,-6.144472353151432,4138,18477,3,Unknown
156,510646.65177774837,HOUSE,3,2,53.48862438454186,-6.149484614356702,3999,16076,3,Unknown
157,711884.8570576237,HOUSE,4,2,53.475905337411554,-6.166370112902542,5825,16892,3,Unknown
158,439077.9218008077,HOUSE,3,1,53.487180244036416,-6.146429229878186,5187,16835,3,Unknown
159,172791.67864903464,APARTMENTS,1,1,53.4821724410999,-6.134995255892402,3219,16917,3,Unknown
160,736759.1828797348,HOUSE,3,3,53.32458037728313,-6.265322087309493,2021,1271,4,D14
161,634625.0621053067,HOUSE,3,1,53.33700210614636,-6.261583915873003,1924,1842,4,D14
162,1006677.4580813841,HOUSE,5,1,53.331699411225514,-6.273394504973437,1777,1391,4,D14
163,774446.1769822399,APARTMENTS,3,1,53.33105553474829,-6.280780168343564,1873,1889,4,D14
164,694885.6022929375,HOUSE,3,1,53.340876306154954,-6.2680578119460595,822,1380,4,D14
165,727018.9445390953,HOUSE,3,1,53.33659640335497,-6.265317196431586,1433,1519,4,D14
166,907522.6394132167,HOUSE,4,1,53.33871385410979,-6.2639908247715175,1334,1862,4,D14
167,203983.67356622044,HOUSE,1,4,53.32969259988943,-6.272174152408571,683,1898,4,D14
168,680758.1310203503,HOUSE,3,1,53.33749971670608,-6.268464534283615,1435,1310,4,D14
169,430773.30031092814,HOUSE,2,1,53.332153086962094,-6.2761147838476115,772,1400,4,D14
170,229880.98489968842,APARTMENTS,1,1,53.326643782204414,-6.279330053645439,772,1299,4,D14
171,456859.0373350444,HOUSE,2,1,53.32285044086235,-6.26639604470187,1684,812,4,D14
172,500457.82424792903,HOUSE,2,1,53.33122393187383,-6.281029643972299,1878,1845,4,D14
173,199976.61297304824,HOUSE,1,1,53.33129790082012,-6.265672635185511,1590,1636,4,D14
174,211825.87352130754,HOUSE,1,1,53.323586940872175,-6.266064866626875,1278,1199,4,D14
175,753640.8091137521,APARTMENTS,3,1,53.337874442802594,-6.277571870093589,1602,1276,4,D14
176,656594.899356279,HOUSE,3,2,53.32945233720425,-6.275632396040869,1176,1162,4,D14
177,218606.5461619788,APARTMENTS,1,1,53.33170533578282,-6.273017175638085,1322,1562,4,D14
178,725473.3402653503,APARTMENTS,3,1,53.34083043319791,-6.276978971853041,1781,1895,4,D14
179,246951.36764934435,HOUSE,1,1,53.32960372551184,-6.278492968031581,1224,2435,4,D14
180,499612.38141004794,HOUSE,2,2,53.32811903510442,-6.271236626175198,1896,1623,4,D14
181,487338.4908554302,APARTMENTS,2,1,53.32512571394565,-6.269972162500725,1579,791,4,D14
182,639123.3066493379,APARTMENTS,3,1,53.33515440468642,-6.26466501460303,973,1061,4,D14
183,213071.25191197247,HOUSE,1,1,53.32787661567496,-6.279642192385096,902,1237,4,D14
184,614027.1758294738,HOUSE,3,1,53.33946012923589,-6.263400979571605,1634,1038,4,D14
185,854149.7733209286,HOUSE,4,1,53.329216450051845,-6.279744405279252,689,1519,4,D14
186,508376.7631373753,HOUSE,2,1,53.33483721250943,-6.279851010796243,1351,1358,4,D14
187,220308.80134993896,APARTMENTS,1,1,53.32861718763356,-6.279134665853605,1485,1380,4,D14
188,479241.7382596764,HOUSE,2,3,53.33109466988316,-6.268942231437475,1654,1336,4,D14
189,493824.74547176703,HOUSE,2,2,53.330006309156076,-6.263069914576167,1325,1317,4,D14
190,436208.6676709611,HOUSE,2,1,53.33070083258892,-6.2797241274123055,1351,1309,4,D14
191,233786.55795591007,HOUSE,1,1,53.33914960020571,-6.273374486161446,1816,994,4,D14
192,884518.1787655284,HOUSE,4,1,53.33717210369346,-6.266023940660118,1488,1357,4,D14
193,813595.6650738171,APARTMENTS,4,1,53.338940452562774,-6.277954272765109,1541,1686,4,D14
194,236415.110166287,HOUSE,1,1,53.3293480681343,-6.281262914509062,1476,1360,4,D14
195,202527.03704237743,HOUSE,1,3,53.333418721455644,-6.281529232746432,1278,1455,4,D14
196,1035548.6518523288,HOUSE,4,2,53.33074626437154,-6.275669851526079,1519,1951,4,D14
197,508651.049442199,HOUSE,2,3,53.33905094946224,-6.278860913445213,938,1249,4,D14
198,241863.25209513755,HOUSE,1,1,53.33966256202505,-6.271120243908244,1262,1989,4,D14
199,221081.15086055145,APARTMENTS,1,1,53.336203544556724,-6.266526267400122,1277,2250,4,D14
200,520525.6713035344,HOUSE,2,1,53.33566786428701,-6.263443846832389,1253,1602,4,D14
201,212123.51883782021,HOUSE,1,1,53.326797915388454,-6.275752536314389,1508,1374,4,D14
202,196912.33463759764,APARTMENTS,1,1,53.32812994814594,-6.271062466486942,1320,1290,4,D14
203,408489.44260360935,APARTMENTS,2,1,53.33279175726563,-6.274485482762772,1304,2290,4,D14
204,200038.33610092592,HOUSE,1,1,53.339944519222556,-6.278128394163907,1794,1911,4,D14
205,454339.9954845434,HOUSE,2,1,53.335904955203034,-6.275501683150138,1569,1679,4,D14
206,735024.2284618185,HOUSE,3,1,53.34090262968149,-6.266676909627662,1460,1947,4,D14
207,686241.3587112639,HOUSE,3,1,53.34008260298538,-6.2780298558528465,1393,1924,4,D14
208,746839.5209094716,APARTMENTS,3,1,53.33079195792919,-6.269035932577429,1305,1854,4,D14
209,443450.69392927055,APARTMENTS,2,1,53.337303707550916,-6.2714095398426055,1037,1679,4,D14
210,790764.6866798629,APARTMENTS,4,1,53.33718303451735,-6.272938626552502,1284,657,4,D14
211,449309.53002182324,APARTMENTS,2,1,53.33552917282332,-6.271612251770345,1245,1489,4,D14
212,223830.55096464301,HOUSE,1,1,53.33087821462153,-6.282087561036751,1626,1529,4,D14
213,638638.973596405,HOUSE,3,1,53.32295889874032,-6.268224086549813,1229,758,4,D14
214,483696.22786910087,HOUSE,2,2,53.32698176758788,-6.271561327057643,1528,2098,4,D14
215,466103.4205613086,HOUSE,2,3,53.330476899618176,-6.262769567816569,719,1109,4,D14
216,393916.3034571962,APARTMENTS,2,1,53.32662865763748,-6.278932458351805,1210,1466,4,D14
217,451285.57633298414,HOUSE,2,1,53.32883925498468,-6.266887738158311,1141,915,4,D14
218,427403.78795818874,HOUSE,2,1,53.334457751719775,-6.276938155020407,1207,805,4,D14
219,503089.0952652998,HOUSE,2,1,53.33140219662345,-6.272466720346402,1907,2289,4,D14
220,220046.10823156073,APARTMENTS,1,2,53.338966668657164,-6.2718593143209835,1618,1403,4,D14
221,197685.1480609005,HOUSE,1,1,53.334303904930536,-6.279074803327684,1614,1601,4,D14
222,252112.23580328925,HOUSE,1,1,53.331215063340416,-6.271107681837513,1777,953,4,D14
223,846347.7162438104,APARTMENTS,4,1,53.33353870396462,-6.2687636909428335,1022,1815,4,D14
224,777680.4383117021,HOUSE,3,2,53.332690632015705,-6.2731949655983215,2020,1385,4,D14
225,237587.54064264667,HOUSE,1,1,53.32797877316849,-6.264234418927666,1814,1087,4,D14
226,259014.20074573898,HOUSE,1,1,53.32971451254809,-6.2795648156000246,1178,1476,4,D14
227,247833.2083131868,APARTMENTS,1,1,53.33736232043399,-6.265866940114274,1479,994,4,D14
228,1032433.9211461731,APARTMENTS,4,1,53.33556891040658,-6.272761621628624,1176,2020,4,D14
229,495833.43704572605,HOUSE,2,1,53.34055538906,-6.264372219452352,1836,1687,4,D14
230,481894.8196287743,APARTMENTS,2,1,53.339958044540325,-6.273542724994678,970,1069,4,D14
231,454099.2294587199,APARTMENTS,2,1,53.34090868563658,-6.267152537311644,1702,1888,4,D14
232,750534.4450382437,APARTMENTS,3,1,53.339208272054506,-6.264821758947277,1874,1435,4,D14
233,663699.1808881859,HOUSE,3,2,53.3403534731122,-6.268799015255512,1517,1196,4,D14
234,785883.2577521568,APARTMENTS,4,1,53.34013752031074,-6.266076618956237,1501,1516,4,D14
235,611090.8285022482,HOUSE,3,2,53.338632689927636,-6.263416116275978,1346,1341,4,D14
236,710987.6374455423,HOUSE,3,1,53.339853677914,-6.2716239522090245,1071,938,4,D14
237,515310.68897274754,HOUSE,2,1,53.33719842527087,-6.276892648773521,1329,1279,4,D14
238,216039.685246797,APARTMENTS,1,1,53.337576991357174,-6.268235485067835,1341,1641,4,D14
239,973711.0622049414,HOUSE,4,1,53.32942281638069,-6.2793701705428,1081,1498,4,D14
240,197929.12699795177,APARTMENTS,1,1,53.328685335203396,-6.277287504446219,1122,1881,4,D14
241,598013.9353452493,APARTMENTS,3,1,53.32646775435748,-6.274610187232587,970,737,4,D14
242,205439.96528182685,HOUSE,1,2,53.32744239195617,-6.276487609304626,1543,910,4,D14
243,928254.9448264953,HOUSE,4,1,53.32639373331019,-6.2751422200709435,1785,1192,4,D14
244,457449.67275835644,APARTMENTS,2,2,53.327551934251815,-6.276635540866311,1806,1803,4,D14
245,234785.71552017433,APARTMENTS,1,2,53.34007226460014,-6.279741284336306,946,1591,4,D14
246,693772.9811541089,HOUSE,3,1,53.33804132172951,-6.277879103719743,1786,1366,4,D14
247,214565.23645571643,HOUSE,1,3,53.332252461480294,-6.28065941050525,1050,1481,4,D14
248,237121.255510411,APARTMENTS,1,1,53.33281756692191,-6.281412300025555,1521,660,4,D14
249,408672.2477050188,APARTMENTS,2,2,53.34029619347724,-6.279177540146615,1898,1793,4,D14
250,461166.22206624947,HOUSE,2,1,53.33872798987294,-6.2787869527674305,1617,1615,4,D14
251,240744.44500338333,APARTMENTS,1,2,53.33146687913681,-6.281924672305526,2107,1289,4,D14
252,589352.5853578182,HOUSE,3,1,53.33291635188605,-6.28317043656385,1745,1601,4,D14
253,361780.99282987503,HOUSE,2,1,53.362386441718954,-6.293187912375519,2524,4060,5,D8
254,489129.12726574333,APARTMENTS,3,2,53.365127978103466,-6.277480903723602,2148,4799,5,D8
255,523088.9842987462,HOUSE,3,1,53.36536060942113,-6.301445625442498,2735,3192,5,D8
256,491014.41004447936,HOUSE,3,1,53.355276612250485,-6.293538167289545,2389,3923,5,D8
257,333448.92765653,HOUSE,2,1,53.359709251399856,-6.303864132071705,2636,4031,5,D8
258,182125.86693547666,APARTMENTS,1,1,53.36082163439725,-6.278611215880314,2508,4612,5,D8
259,519317.3476865481,HOUSE,3,1,53.360468928545586,-6.29007027874867,2110,3844,5,D8
260,178090.53198651684,HOUSE,1,1,53.36055304434368,-6.292552606669682,2313,5892,5,D8
261,475835.50658967474,HOUSE,3,1,53.35908213914058,-6.279820743588731,1914,3259,5,D8
262,159479.66034197452,HOUSE,1,2,53.37135687702874,-6.291140685764981,2073,3794,5,D8
263,145993.56604841258,HOUSE,1,2,53.36228897199035,-6.302580455238863,2314,3244,5,D8
264,367731.47988390026,APARTMENTS,2,1,53.36390265864505,-6.293762302621235,1910,3172,5,D8
265,547882.3664392977,HOUSE,3,1,53.3578531710054,-6.289812622157345,2261,3237,5,D8
266,164746.74249187653,HOUSE,1,2,53.35655518684746,-6.284041704580045,2487,4288,5,D8
267,492296.0179935633,HOUSE,3,1,53.36841967839648,-6.276891859646694,2116,3869,5,D8
268,179908.50447055814,HOUSE,1,1,53.372239611441394,-6.298362529734881,2637,4341,5,D8
269,153855.0166148099,HOUSE,1,1,53.374582206472226,-6.29631751337997,2260,3193,5,D8
270,168577.02904515027,APARTMENTS,1,2,53.35672389910589,-6.302063728365982,1913,2467,5,D8
271,447985.59466972563,APARTMENTS,3,1,53.358889887681194,-6.305520438078893,1950,3539,5,D8
272,343782.73839810136,HOUSE,2,2,53.35948446598961,-6.296820289617806,1925,3995,5,D8
273,298342.55985531735,APARTMENTS,2,2,53.3588010636966,-6.286780117894725,2382,4775,5,D8
274,563064.0198724268,APARTMENTS,3,1,53.36912634380144,-6.2779938984745085,1649,5036,5,D8
275,343562.58921387634,HOUSE,2,2,53.365592386796685,-6.2801717815515365,1903,5046,5,D8
276,535648.0947478125,HOUSE,3,1,53.36545549325395,-6.280272434148648,2429,3075,5,D8
277,158681.4151835293,HOUSE,1,3,53.37104967368969,-6.302056318724992,2439,3388,5,D8
278,458144.0530412691,APARTMENTS,3,1,53.36164212718489,-6.301283089076363,2292,3499,5,D8
279,289034.00836580555,HOUSE,2,3,53.369177872105304,-6.303490764742737,1994,4398,5,D8
280,165937.02150589423,HOUSE,1,2,53.35636625414141,-6.302462172568272,2543,4684,5,D8
281,184397.2738743537,HOUSE,1,1,53.362469973860215,-6.304130072983434,2013,3784,5,D8
282,522240.33235185663,HOUSE,3,1,53.36754747891458,-6.301583258049334,1961,5373,5,D8
283,307802.0664149128,HOUSE,2,1,53.36293819144609,-6.2973293365733625,2030,3674,5,D8
