,_price,type,_bedrooms,_bathrooms,lat,lng,_time_to_work_seconds_transit,_time_to_work_seconds_walking,cluster,_d_code
49,1859114.9550604678,HOUSE,4,3,53.27577929158236,-6.0964094228645225,3505,9730,1,Unknown
50,522374.5611692368,HOUSE,1,1,53.27119746739363,-6.111708831282056,3719,9754,1,Unknown
51,1014058.8964957547,HOUSE,2,2,53.2660260651558,-6.1075608103701935,3809,10431,1,Unknown
52,1096973.8889402284,APARTMENTS,2,3,53.26298477348557,-6.100116253433742,3973,9825,1,Unknown
53,1863701.5236167712,HOUSE,4,1,53.287321541665406,-6.104647145345526,3560,9748,1,Unknown
54,2217828.407444288,APARTMENTS,4,4,53.28106399249041,-6.108768854659862,3820,10167,1,Unknown
55,1164916.7786710346,HOUSE,2,4,53.28423721817014,-6.109236967335377,3081,10196,1,Unknown
56,2459392.0588399637,HOUSE,5,1,53.277870205411475,-6.103291951591115,3904,9645,1,Unknown
57,1416833.19517472,HOUSE,3,1,53.287016070967915,-6.104571726013616,3709,10328,1,Unknown
58,1152310.1127713798,HOUSE,2,3,53.2723517618536,-6.088526716104672,3381,10122,1,Unknown
59,1083177.0839045478,HOUSE,2,3,53.28243135559184,-6.0930647966438904,3812,10234,1,Unknown
60,3292174.4418828185,HOUSE,6,2,53.284600756115225,-6.10687823067889,3744,9441,1,Unknown
61,2538927.889866361,HOUSE,5,2,53.27182844147534,-6.096903076678427,3671,9767,1,Unknown
62,2197554.8474200983,HOUSE,4,3,53.276671046555656,-6.098124986221569,3667,9592,1,Unknown
63,929471.4698346431,HOUSE,2,3,53.28049455109376,-6.098220325685702,3440,9754,1,Unknown
64,1129308.6363668344,HOUSE,2,3,53.27498361903964,-6.111084596358009,3242,9206,1,Unknown
65,2052812.6431575092,HOUSE,4,1,53.26404301137626,-6.1033685238498325,3653,9754,1,Unknown
66,919440.133377209,APARTMENTS,2,5,53.27076977827137,-6.109409508938254,3445,9145,1,Unknown
67,1160204.9436752857,APARTMENTS,2,6,53.27433492089869,-6.09160200868952,3736,9057,1,Unknown
68,1134454.228131469,HOUSE,2,1,53.26958932296826,-6.107692125467019,3417,10655,1,Unknown
69,1145440.1875538493,HOUSE,2,2,53.27807759401841,-6.091260747606905,3752,9927,1,Unknown
70,2470001.241938026,HOUSE,5,3,53.28147684775741,-6.111648183964411,3674,9714,1,Unknown
71,1807779.2754722075,HOUSE,4,3,53.273897507462316,-6.112473107605166,3467,9795,1,Unknown
72,1509725.206421317,HOUSE,3,5,53.28084390847112,-6.108352086187262,3907,9567,1,Unknown
73,1704662.3056473709,HOUSE,3,4,53.276934328679076,-6.111509178817773,4021,9161,1,Unknown
74,1370596.4024659996,HOUSE,3,1,53.27771437598502,-6.109995604268003,3794,9996,1,Unknown
75,1394762.1807755893,HOUSE,3,2,53.2693449666977,-6.110398638922913,3544,10028,1,Unknown
76,348810.4982681193,HOUSE,1,1,53.33523133558745,-6.2591324617132855,752,1722,2,D02
77,896443.6839179737,APARTMENTS,3,1,53.32382249173902,-6.24934688329625,999,1866,2,D02
78,968702.9582031799,APARTMENTS,3,3,53.33129675786971,-6.249650610842573,723,804,2,D02
79,316613.38101051137,HOUSE,1,1,53.320177732877895,-6.249163752352681,528,1352,2,D02
80,340719.5099067495,HOUSE,1,1,53.32462113715082,-6.258374649024806,443,738,2,D02
81,676302.866452585,HOUSE,2,2,53.31692052137278,-6.251610517661884,1019,1353,2,D02
82,288757.6516022899,APARTMENTS,1,3,53.320278462267495,-6.248453552407008,1133,970,2,D02
83,1140936.3326934567,HOUSE,4,1,53.32598430609309,-6.259504471058539,753,1382,2,D02
84,817410.8843720042,HOUSE,3,2,53.324960862251224,-6.2629484810639715,898,1457,2,D02
85,711032.6577056275,HOUSE,2,2,53.339829300371605,-6.2539618801152335,929,712,2,D02
86,702516.9104033516,HOUSE,2,3,53.329358097975934,-6.254161215715883,1393,1086,2,D02
87,1147114.5909016947,APARTMENTS,4,3,53.32359585803277,-6.243659543091327,1077,790,2,D02
88,669528.6427161428,HOUSE,2,1,53.330227541249876,-6.244025715107812,606,295,2,D02
89,593671.8453023225,HOUSE,2,2,53.33214226012591,-6.247762614914858,973,1087,2,D02
90,674316.4235655952,HOUSE,2,1,53.339084267166584,-6.2561879795048965,1036,612,2,D02
91,1036751.3833987145,APARTMENTS,3,2,53.327011227868304,-6.257918200181023,1034,1254,2,D02
92,613200.9334224607,APARTMENTS,2,3,53.32778156123901,-6.249370835751591,567,652,2,D02
93,911187.2697112461,APARTMENTS,3,2,53.33107666985227,-6.26087515015084,522,1595,2,D02
94,562222.2887196707,APARTMENTS,2,2,53.33939399442838,-6.254677912995206,748,579,2,D02
95,349330.02214324486,APARTMENTS,1,3,53.33514762176821,-6.24867785755509,1382,820,2,D02
96,337659.3560219473,APARTMENTS,1,2,53.33869931852318,-6.247384391866337,642,1159,2,D02
97,591848.0600000854,APARTMENTS,2,1,53.33416307534153,-6.2595332446046,350,885,2,D02
98,327856.84528363805,APARTMENTS,1,3,53.319876257262656,-6.256546444525577,720,1126,2,D02
99,360518.3605767995,HOUSE,1,1,53.33051720102563,-6.246099754645282,854,1564,2,D02
100,861598.7659594475,HOUSE,3,1,53.33466599700877,-6.2596140702953456,1522,931,2,D02
101,710313.6621525298,HOUSE,2,3,53.3203776535178,-6.245972957146284,1164,930,2,D02
102,702104.0459906091,APARTMENTS,2,1,53.320879226797985,-6.242112061116616,1173,956,2,D02
103,678344.1848788677,HOUSE,2,3,53.330900981502836,-6.255258460305938,1197,1256,2,D02
104,713870.9857340639,HOUSE,2,2,53.33950654794878,-6.252203294078739,682,680,2,D02
105,713271.6169562052,HOUSE,2,1,53.329954790997384,-6.25654288335178,1115,973,2,D02
106,663780.5708477136,APARTMENTS,2,1,53.32139617173182,-6.248506594208087,764,722,2,D02
107,1172363.6704282945,APARTMENTS,4,1,53.332385921410584,-6.253462728019793,285,595,2,D02
108,1177760.9308819417,HOUSE,4,1,53.323043766732276,-6.255802437888606,1080,892,2,D02
109,1407948.9032063116,HOUSE,4,1,53.33803741446515,-6.252858283918797,749,1492,2,D02
110,346919.1365864009,APARTMENTS,1,1,53.33568765164162,-6.248379930141809,654,713,2,D02
111,1366085.5161034293,HOUSE,4,2,53.32599446596395,-6.2480604593195945,790,706,2,D02
112,339183.0313050332,HOUSE,1,1,53.3232314073505,-6.255725017153818,946,910,2,D02
113,886434.090140569,APARTMENTS,3,1,53.33065693615011,-6.243120414731514,481,1160,2,D02
114,954741.2018927559,APARTMENTS,3,2,53.330118382874474,-6.243106497907699,555,1111,2,D02
115,927267.4436382346,HOUSE,3,1,53.32237659892494,-6.247853002010551,482,1083,2,D02
116,816830.5149024043,APARTMENTS,3,1,53.33647377980108,-6.259951749157405,615,1125,2,D02
117,639240.7987419382,HOUSE,2,2,53.33161725352891,-6.25526188264591,721,1035,2,D02
118,1427760.6193386149,HOUSE,4,2,53.335232068086874,-6.257746402804406,471,1585,2,D02
119,272193.0778716685,APARTMENTS,1,3,53.334759379672526,-6.246053269520517,750,271,2,D02
120,281624.522948729,HOUSE,1,1,53.3263900619975,-6.255786967714088,911,2147,2,D02
121,353730.08467011683,HOUSE,1,2,53.32521975079188,-6.243291864190555,698,529,2,D02
122,911612.8854292725,HOUSE,3,2,53.336300656637555,-6.258488816072794,799,1540,2,D02
123,1415275.3822367163,APARTMENTS,4,1,53.334344572109856,-6.255815085648137,957,1456,2,D02
124,1259643.6337315424,HOUSE,4,2,53.33777864111234,-6.25031081972782,771,67,2,D02
125,574277.5423868287,APARTMENTS,2,1,53.32459764879217,-6.262621186985959,459,1101,2,D02
126,820742.1706079396,HOUSE,3,2,53.3290330601957,-6.261625762663398,701,2173,2,D02
127,1072218.9452563878,HOUSE,3,1,53.324183936071165,-6.263497172493268,380,1851,2,D02
128,354299.2007207824,HOUSE,1,1,53.32381267137022,-6.263981262471709,1187,1744,2,D02
129,950401.5196589524,HOUSE,3,1,53.33003794268942,-6.260765069319121,812,919,2,D02
130,583849.5675555837,HOUSE,2,1,53.32941234412338,-6.259984320205059,1131,1065,2,D02
131,1242526.1749428348,HOUSE,4,3,53.325693761209266,-6.2418252865937305,1329,1004,2,D02
132,352810.6934829042,HOUSE,1,2,53.31842512118062,-6.248749235339939,1072,799,2,D02
133,1345355.674116775,APARTMENTS,4,1,53.320360143328024,-6.258124859320855,1087,155,2,D02
134,647019.5864712968,HOUSE,2,2,53.320697103451,-6.259505750005708,948,690,2,D02
135,577222.017078585,HOUSE,2,3,53.319507930635424,-6.258334811787953,613,53,2,D02
136,276181.2512009857,APARTMENTS,1,1,53.32532100502373,-6.258003993100239,876,1512,2,D02
137,341415.16638897645,HOUSE,1,3,53.32146543566818,-6.260886067491948,852,670,2,D02
138,641349.012950775,HOUSE,4,1,53.486851431997884,-6.160508426831541,3883,16047,3,Unknown
139,474820.3153869131,HOUSE,3,4,53.510215427813876,-6.137857278408634,4920,16645,3,Unknown
140,353022.6752561849,HOUSE,2,4,53.470208652041975,-6.147320997947568,3489,17586,3,Unknown
141,139912.45888420375,HOUSE,1,2,53.47498697083461,-6.13857536934972,3995,16558,3,Unknown
142,694411.5189963247,HOUSE,4,4,53.48382469996731,-6.140802062970351,4240,17972,3,Unknown
143,274650.97685003286,HOUSE,2,1,53.50172468100531,-6.126011914231954,3499,15770,3,Unknown
144,414873.0037939216,HOUSE,3,2,53.49442789697045,-6.157709001229543,3900,17336,3,Unknown
145,141475.19315567892,HOUSE,1,2,53.493498182380854,-6.153863157512123,6156,16899,3,Unknown
146,521002.54360297864,HOUSE,3,5,53.505436133479215,-6.15855431484228,4008,15749,3,Unknown
147,565646.5425711572,APARTMENTS,4,1,53.47702966740067,-6.132795499724321,4985,16133,3,Unknown
148,412632.0851387189,HOUSE,3,4,53.494735410394135,-6.1399951636080035,4027,17271,3,Unknown
149,515103.12418339204,HOUSE,3,1,53.49791826160082,-6.164019764439735,5032,17094,3,Unknown
150,138632.43030702785,HOUSE,1,4,53.49194220009349,-6.1372977142379534,4978,17197,3,Unknown
151,305775.20667189255,HOUSE,2,2,53.473250414258885,-6.161617104628881,4927,16985,3,Unknown
152,742391.3965234184,APARTMENTS,5,1,53.47493398107522,-6.156366613524943,3994,16885,3,Unknown
153,319244.844320596,HOUSE,2,2,53.49642877959224,-6.150645901688142,4018,17092,3,Unknown
154,141073.52229009554,HOUSE,1,2,53.49589215586337,-6.149277822030703,3954,17896,3,Unknown
155,295811.456596842,HOUSE,2,3,53.484421223353884,-6.144472353151432,3440,18151,3,Unknown
156,154017.36774561077,HOUSE,1,1,53.48862438454186,-6.149484614356702,5086,16599,3,Unknown
157,546919.3439307051,HOUSE,3,4,53.475905337411554,-6.166370112902542,5691,17690,3,Unknown
158,294613.50149639254,HOUSE,2,2,53.487180244036416,-6.146429229878186,4388,17758,3,Unknown
159,538333.913899414,HOUSE,3,2,53.4821724410999,-6.134995255892402,2156,17647,3,Unknown
160,625034.3742222586,HOUSE,3,2,53.32458037728313,-6.265322087309493,887,1063,4,D14
161,757821.3040812677,APARTMENTS,3,1,53.33700210614636,-6.261583915873003,1623,1516,4,D14
162,732582.2285565477,APARTMENTS,3,1,53.331699411225514,-6.273394504973437,1866,1752,4,D14
163,452098.6485156144,HOUSE,2,1,53.33105553474829,-6.280780168343564,1558,1185,4,D14
164,205050.8988276555,APARTMENTS,1,1,53.340876306154954,-6.2680578119460595,1853,798,4,D14
165,475701.3405694938,HOUSE,2,1,53.33659640335497,-6.265317196431586,1115,1123,4,D14
166,454791.7454866168,HOUSE,2,2,53.33871385410979,-6.2639908247715175,1618,1598,4,D14
167,694638.4534189329,HOUSE,3,1,53.32969259988943,-6.272174152408571,887,1381,4,D14
168,622950.5598765207,APARTMENTS,3,1,53.33749971670608,-6.268464534283615,2014,1682,4,D14
169,246985.24538904935,APARTMENTS,1,1,53.332153086962094,-6.2761147838476115,1756,2127,4,D14
170,259966.30856355387,HOUSE,1,1,53.326643782204414,-6.279330053645439,1111,1615,4,D14
171,439199.5021784515,APARTMENTS,2,1,53.32285044086235,-6.26639604470187,1478,1818,4,D14
172,224410.11771063524,HOUSE,1,2,53.33122393187383,-6.281029643972299,912,1849,4,D14
173,1036913.7966296253,APARTMENTS,4,2,53.33129790082012,-6.265672635185511,913,1545,4,D14
174,477797.7755377653,HOUSE,2,1,53.323586940872175,-6.266064866626875,1067,1607,4,D14
175,453930.2722069455,APARTMENTS,2,1,53.337874442802594,-6.277571870093589,1325,1678,4,D14
176,636248.3020551954,APARTMENTS,3,1,53.32945233720425,-6.275632396040869,1114,1434,4,D14
177,817577.3103245813,HOUSE,4,2,53.33170533578282,-6.273017175638085,1942,1952,4,D14
178,205354.09449538746,HOUSE,1,1,53.34083043319791,-6.276978971853041,1553,1503,4,D14
179,632715.0480806929,HOUSE,3,1,53.32960372551184,-6.278492968031581,1326,1919,4,D14
180,198472.86400731382,HOUSE,1,1,53.32811903510442,-6.271236626175198,1872,1535,4,D14
181,463284.776305491,APARTMENTS,2,1,53.32512571394565,-6.269972162500725,1479,1945,4,D14
182,848356.9182121517,APARTMENTS,4,2,53.33515440468642,-6.26466501460303,961,1197,4,D14
183,223958.67547809627,APARTMENTS,1,1,53.32787661567496,-6.279642192385096,1961,1276,4,D14
184,731206.9793503078,APARTMENTS,3,1,53.33946012923589,-6.263400979571605,1910,1324,4,D14
185,734005.5481872391,HOUSE,3,1,53.329216450051845,-6.279744405279252,1653,1723,4,D14
186,394070.8439659676,APARTMENTS,2,1,53.33483721250943,-6.279851010796243,1335,1371,4,D14
187,202292.10384240514,HOUSE,1,1,53.32861718763356,-6.279134665853605,1630,1892,4,D14
188,236615.42440696587,HOUSE,1,2,53.33109466988316,-6.268942231437475,1521,1815,4,D14
189,221597.0262872145,APARTMENTS,1,1,53.330006309156076,-6.263069914576167,1355,779,4,D14
190,255808.85389552667,HOUSE,1,1,53.33070083258892,-6.2797241274123055,2072,1371,4,D14
191,477645.6816449193,HOUSE,2,1,53.33914960020571,-6.273374486161446,1399,942,4,D14
192,210038.90568675334,APARTMENTS,1,1,53.33717210369346,-6.266023940660118,2223,1635,4,D14
193,430033.49986714456,HOUSE,2,1,53.338940452562774,-6.277954272765109,1699,616,4,D14
194,478718.84336102696,APARTMENTS,2,1,53.3293480681343,-6.281262914509062,1219,1287,4,D14
195,251884.92686651018,APARTMENTS,1,1,53.333418721455644,-6.281529232746432,1083,1528,4,D14
196,890753.8248071854,HOUSE,4,2,53.33074626437154,-6.275669851526079,1531,1809,4,D14
197,249812.95676024287,APARTMENTS,1,2,53.33905094946224,-6.278860913445213,1872,1534,4,D14
198,654275.234264789,HOUSE,3,2,53.33966256202505,-6.271120243908244,1125,1677,4,D14
199,209522.69292625898,HOUSE,1,1,53.336203544556724,-6.266526267400122,1012,1932,4,D14
200,256928.91946894705,HOUSE,1,1,53.33566786428701,-6.263443846832389,1705,789,4,D14
201,475383.3531331156,APARTMENTS,2,1,53.326797915388454,-6.275752536314389,411,1951,4,D14
202,198333.42966348852,HOUSE,1,2,53.32812994814594,-6.271062466486942,664,570,4,D14
203,517672.17855106515,APARTMENTS,2,2,53.33279175726563,-6.274485482762772,1556,944,4,D14
204,597047.9226397893,APARTMENTS,3,1,53.339944519222556,-6.278128394163907,1277,424,4,D14
205,486341.9620030183,APARTMENTS,2,1,53.335904955203034,-6.275501683150138,2088,1275,4,D14
206,673961.7429027786,APARTMENTS,3,1,53.34090262968149,-6.266676909627662,1690,1335,4,D14
207,198837.83435993976,HOUSE,1,1,53.34008260298538,-6.2780298558528465,1964,1447,4,D14
208,256059.66238077974,APARTMENTS,1,1,53.33079195792919,-6.269035932577429,1224,1671,4,D14
209,591520.4437216169,APARTMENTS,3,1,53.337303707550916,-6.2714095398426055,2298,1771,4,D14
210,473548.44614913536,HOUSE,2,1,53.33718303451735,-6.272938626552502,1408,1523,4,D14
211,241856.3931732393,HOUSE,1,1,53.33552917282332,-6.271612251770345,1148,655,4,D14
212,255161.9934360176,APARTMENTS,1,1,53.33087821462153,-6.282087561036751,1575,2348,4,D14
213,422851.9543748088,HOUSE,2,1,53.32295889874032,-6.268224086549813,1041,1201,4,D14
214,412963.1391163876,HOUSE,2,1,53.32698176758788,-6.271561327057643,2179,1418,4,D14
215,230025.88410839872,HOUSE,1,1,53.330476899618176,-6.262769567816569,1421,1450,4,D14
216,493467.09522791463,HOUSE,2,1,53.32662865763748,-6.278932458351805,1427,1030,4,D14
217,496483.69088446477,HOUSE,2,1,53.32883925498468,-6.266887738158311,1336,1252,4,D14
218,212596.42930549628,APARTMENTS,1,1,53.334457751719775,-6.276938155020407,1192,1150,4,D14
219,466047.2913615495,APARTMENTS,2,1,53.33140219662345,-6.272466720346402,1525,1696,4,D14
220,703020.919365443,HOUSE,3,1,53.338966668657164,-6.2718593143209835,1193,2248,4,D14
221,713400.9996264661,APARTMENTS,3,1,53.334303904930536,-6.279074803327684,1095,2125,4,D14
222,408945.3814031831,HOUSE,2,2,53.331215063340416,-6.271107681837513,1143,1237,4,D14
223,471088.85677921056,APARTMENTS,2,2,53.33353870396462,-6.2687636909428335,1211,1687,4,D14
224,203431.40703704493,HOUSE,1,1,53.332690632015705,-6.2731949655983215,1466,1400,4,D14
225,228000.8172611276,HOUSE,1,1,53.32797877316849,-6.264234418927666,1539,1418,4,D14
226,700536.0841562275,HOUSE,3,1,53.32971451254809,-6.2795648156000246,1154,1908,4,D14
227,468053.5704825653,APARTMENTS,2,1,53.33736232043399,-6.265866940114274,1755,1348,4,D14
228,596059.7290709118,APARTMENTS,3,1,53.33556891040658,-6.272761621628624,1478,1575,4,D14
229,231510.01740998562,APARTMENTS,1,2,53.34055538906,-6.264372219452352,1517,2347,4,D14
230,443239.7433207636,APARTMENTS,2,2,53.339958044540325,-6.273542724994678,1503,1422,4,D14
231,436429.23141067516,HOUSE,2,2,53.34090868563658,-6.267152537311644,1216,1041,4,D14
232,407105.3740642797,APARTMENTS,2,1,53.339208272054506,-6.264821758947277,1471,824,4,D14
233,511817.8437372624,HOUSE,2,4,53.3403534731122,-6.268799015255512,1019,1546,4,D14
234,512414.3397442292,HOUSE,2,2,53.34013752031074,-6.266076618956237,1727,1754,4,D14
235,402921.42195517605,HOUSE,2,3,53.338632689927636,-6.263416116275978,2056,1625,4,D14
236,608094.799700522,HOUSE,3,2,53.339853677914,-6.2716239522090245,802,1470,4,D14
237,401240.41333434824,APARTMENTS,2,1,53.33719842527087,-6.276892648773521,1583,1386,4,D14
238,677596.0300181463,HOUSE,3,2,53.337576991357174,-6.268235485067835,1978,773,4,D14
239,196087.84531037734,HOUSE,1,1,53.32942281638069,-6.2793701705428,1935,1075,4,D14
240,1084131.2823141152,HOUSE,5,1,53.328685335203396,-6.277287504446219,1430,1411,4,D14
241,595879.4990599761,APARTMENTS,3,1,53.32646775435748,-6.274610187232587,1933,1603,4,D14
242,197681.93380656317,HOUSE,1,3,53.32744239195617,-6.276487609304626,1409,1110,4,D14
243,675538.5059976876,APARTMENTS,3,2,53.32639373331019,-6.2751422200709435,1275,1685,4,D14
244,1296304.9940131544,HOUSE,5,1,53.327551934251815,-6.276635540866311,1138,2084,4,D14
245,507565.5377500078,HOUSE,2,1,53.34007226460014,-6.279741284336306,1297,1273,4,D14
246,197251.63910454145,APARTMENTS,1,3,53.33804132172951,-6.277879103719743,699,1457,4,D14
247,719221.9900917106,APARTMENTS,3,1,53.332252461480294,-6.28065941050525,1671,994,4,D14
248,212862.60560981883,HOUSE,1,1,53.33281756692191,-6.281412300025555,1445,1444,4,D14
249,831341.9547296896,HOUSE,4,1,53.34029619347724,-6.279177540146615,1720,1352,4,D14
250,726115.3758188148,APARTMENTS,3,1,53.33872798987294,-6.2787869527674305,1677,1058,4,D14
251,963136.9800473239,APARTMENTS,4,1,53.33146687913681,-6.281924672305526,2278,1171,4,D14
252,242310.4471135261,HOUSE,1,2,53.33291635188605,-6.28317043656385,1688,1129,4,D14
253,169620.64592915206,HOUSE,1,1,53.362386441718954,-6.293187912375519,2160,2763,5,D8
254,305740.2171178026,HOUSE,2,2,53.365127978103466,-6.277480903723602,2750,4728,5,D8
255,160575.37030706272,HOUSE,1,2,53.36536060942113,-6.301445625442498,1953,3252,5,D8
256,497457.6279062994,HOUSE,3,1,53.355276612250485,-6.293538167289545,2226,3276,5,D8
257,470933.12342109735,HOUSE,3,1,53.359709251399856,-6.303864132071705,2115,3894,5,D8
258,317286.72509246314,HOUSE,2,1,53.36082163439725,-6.278611215880314,2527,3247,5,D8
259,369221.98031736974,HOUSE,2,2,53.360468928545586,-6.29007027874867,2272,4839,5,D8
260,444626.0122713917,HOUSE,3,1,53.36055304434368,-6.292552606669682,2391,4705,5,D8
261,751550.2018187633,HOUSE,4,1,53.35908213914058,-6.279820743588731,1750,4585,5,D8
262,311846.78338095726,HOUSE,2,1,53.37135687702874,-6.291140685764981,2097,5185,5,D8
263,149941.74565067753,HOUSE,1,1,53.36228897199035,-6.302580455238863,2867,3823,5,D8
264,439479.76488965034,HOUSE,3,1,53.36390265864505,-6.293762302621235,2333,3757,5,D8
265,335567.45928566577,HOUSE,2,1,53.3578531710054,-6.289812622157345,1950,2654,5,D8
266,166873.94322337233,HOUSE,1,1,53.35655518684746,-6.284041704580045,2079,3589,5,D8
267,486147.7835479266,HOUSE,3,3,53.36841967839648,-6.276891859646694,2307,3915,5,D8
268,433160.86166317714,APARTMENTS,3,3,53.372239611441394,-6.298362529734881,2209,4001,5,D8
269,626927.1770612092,HOUSE,4,1,53.374582206472226,-6.29631751337997,1829,4000,5,D8
270,161075.39216444085,APARTMENTS,1,1,53.35672389910589,-6.302063728365982,2560,2902,5,D8
271,747742.447016793,HOUSE,4,3,53.358889887681194,-6.305520438078893,1789,4329,5,D8
272,362707.18721870054,HOUSE,2,1,53.35948446598961,-6.296820289617806,2228,5390,5,D8
273,291070.81765775656,HOUSE,2,1,53.3588010636966,-6.286780117894725,2398,3734,5,D8
274,530368.3367873073,HOUSE,3,1,53.36912634380144,-6.2779938984745085,2064,3890,5,D8
275,931539.7052319528,HOUSE,5,1,53.365592386796685,-6.2801717815515365,2230,5208,5,D8
276,460599.2652126341,HOUSE,3,3,53.36545549325395,-6.280272434148648,1915,4234,5,D8
277,711474.5378088964,HOUSE,4,2,53.37104967368969,-6.302056318724992,2470,5686,5,D8
278,357705.1821718839,APARTMENTS,2,1,53.36164212718489,-6.301283089076363,1442,3849,5,D8
279,932540.5788313169,HOUSE,5,1,53.369177872105304,-6.303490764742737,2149,4975,5,D8
280,158689.6096900253,APARTMENTS,1,1,53.35636625414141,-6.302462172568272,2490,3742,5,D8
281,439057.7185943107,HOUSE,3,1,53.362469973860215,-6.304130072983434,2628,4134,5,D8
282,153090.0200151318,APARTMENTS,1,2,53.36754747891458,-6.301583258049334,2513,5050,5,D8
